Año,Código Único,Nivel Global,Nivel Carrera,Nombre Carrera,Área Carrera Genérica,Tipo Carrera,Versión,Área del conocimiento,Acreditación Carrera o Programa,Modalidad,Jornada,Nombre Sede,Nombre Título,Grado Académico,Año Inicio,Vacantes Semestre Uno,Vacantes Semestre Dos,Arancel Anual,Duración Total,Vigencia
2012,I73S2C180J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL EN PROCESOS MINERALES,Ingeniería Civil en Minas,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL EN PROCESOS DE MINERALES,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2011,15,0,2853000,12,Vigente con estudiantes nuevos
2012,I73S2C39J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2005,40,0,2712000,12,Vigente con estudiantes nuevos
2012,I73S2C39J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,2,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2012,0,0,2484000,6,Vigente con estudiantes nuevos
2012,I73S2C11J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN ELECTRICIDAD,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN ELECTRICIDAD,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN ELECTRICIDAD,1981,20,0,2712000,12,Vigente con estudiantes nuevos
2012,I73S2C11J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN ELECTRICIDAD,Ingeniería Civil Industrial,Plan Especial,2,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN ELECTRICIDAD,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN ELECTRICIDAD,2012,0,0,2484000,8,Vigente con estudiantes nuevos
2012,I73S2C14J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN ELECTRONICA,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN ELECTRONICA,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN ELECTRONICA,1981,20,0,2712000,12,Vigente con estudiantes nuevos
2012,I73S2C15J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,1982,80,0,2712000,12,Vigente con estudiantes nuevos
2012,I73S2C15J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,2,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,2012,0,0,2484000,6,Vigente con estudiantes nuevos
2012,I73S2C15J1V9,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,9,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,2012,0,0,2484000,8,Vigente con estudiantes nuevos
2012,I73S2C13J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN QUIMICA,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN QUIMICA,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN QUIMICA,1981,0,0,2672000,12,Vigente sin estudiantes nuevos
2012,I73S2C12J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL MECANICA,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL MECANICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MECANICA,1981,20,0,2712000,12,Vigente con estudiantes nuevos
2012,I73S2C12J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL MECANICA,Ingeniería Civil Industrial,Plan Especial,2,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL MECANICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MECANICA,2012,0,0,2484000,6,Vigente con estudiantes nuevos
2012,I73S2C193J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA COMERCIAL,Ingeniería Comercial,Plan Regular,1,Administración y Comercio,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO COMERCIAL CON MENCION EN NEGOCIO MINERO,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION DE EMPRESAS,2012,40,0,2712000,10,Vigente con estudiantes nuevos
2012,I73S2C17J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN ELECTRICIDAD,Ingeniería en Electricidad,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN ELECTRICIDAD,LICENCIADO EN INGENIERIA APLICADA,2000,15,0,2712000,8,Vigente con estudiantes nuevos
2012,I73S2C17J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN ELECTRICIDAD,Ingeniería en Electricidad,Plan Especial,2,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN ELECTRICIDAD,LICENCIADO EN INGENIERIA APLICADA,2012,0,0,2484000,8,Vigente con estudiantes nuevos
2012,I73S2C17J1V3,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN ELECTRICIDAD,Ingeniería en Electricidad,Plan Especial,3,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN ELECTRICIDAD,LICENCIADO EN INGENIERIA APLICADA,0,0,0,2484000,8,Vigente sin estudiantes nuevos
2012,I73S2C16J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN ELECTRONICA,Ingeniería en Electrónica,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN ELECTRONICA,LICENCIADO EN INGENIERIA APLICADA,1981,15,0,2712000,8,Vigente con estudiantes nuevos
2012,I73S2C18J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN GEOMENSURA,Ingeniería en Geomensura y Cartografía,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN GEOMENSURA,LICENCIADO EN INGENIERIA APLICADA,1981,0,0,2672000,8,Vigente sin estudiantes nuevos
2012,I73S2C157J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN MECANICA,Ingeniería Mecánica,Plan Especial,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MECANICA,LICENCIADO EN INGENIERIA APLICADA,2012,0,0,2484000,8,Vigente con estudiantes nuevos
2012,I73S2C157J1V3,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN MECANICA,Ingeniería Mecánica,Plan Especial,3,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MECANICA,LICENCIADO EN INGENIERIA APLICADA,0,0,0,2484000,8,Vigente sin estudiantes nuevos
2012,I73S2C157J1V4,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN MECANICA,Ingeniería Mecánica,Plan Especial,4,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MECANICA,LICENCIADO EN INGENIERIA APLICADA,0,0,0,2484000,8,Vigente sin estudiantes nuevos
2012,I73S2C19J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN MINAS,Ingeniería en Minas,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MINAS,LICENCIADO EN INGENIERIA APLICADA,1981,20,0,2712000,8,Vigente con estudiantes nuevos
2012,I73S2C19J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN MINAS,Ingeniería en Minas,Plan Especial,2,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MINAS,LICENCIADO EN INGENIERIA APLICADA,2012,0,0,2484000,8,Vigente con estudiantes nuevos
2012,I73S2C19J1V4,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN MINAS,Ingeniería en Minas,Plan Especial,4,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MINAS,LICENCIADO EN INGENIERIA APLICADA,0,0,0,1900000,8,Vigente sin estudiantes nuevos
2012,I73S2C19J1V5,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN MINAS,Ingeniería en Minas,Plan Especial,5,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MINAS,LICENCIADO EN INGENIERIA APLICADA,0,0,0,2100000,8,Vigente sin estudiantes nuevos
2012,I73S2C20J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION EN QUIMICA,Ingeniería en Química,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN QUIMICA,LICENCIADO EN INGENIERIA APLICADA,1981,0,0,2672000,8,Vigente sin estudiantes nuevos
2012,I73S2C21J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA DE EJECUCION MECANICA,Ingeniería Mecánica,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION MECANICO,LICENCIADO EN INGENIERIA APLICADA,1981,15,0,2712000,8,Vigente con estudiantes nuevos
